,NewsContent,author,publishedDate,title,APPL_company,IBM_company,GOOGL_company,AMZN_company,MSFT_company,APPL_senti,IBM_senti,GOOGL_senti,AMZN_senti,MSFT_senti
65,"Top Tech Stocks MSFT -0.59% AAPL -0.26% IBM -0.95% CSCO -0.47% GOOG -0.63% Technology stocks extended their declining this afternoon, with the shares of tech stocks in the S&P 500 losing more than 0.5% in value while the Philadelphia Semiconductor Index was falling over 1.2%. Among technology stocks moving on news: (-) Silicon Motion Technology ( SIMO  ) fell nearly 2.5% on Tuesday after the specialty chipmaker said revenue for its Q1 ended March 31 will likely miss the low-end of its forecast expecting between $97.5 million to $103.6 million by up to 5%. Analysts polled by Capital IQ, on average, are looking for $98.84 million in revenue during the January-to-March reporting period. In other sector news: (+) iQIYI ( IQ  ) was nearly 3% higher. Company founder and CEO Gong Yu participated in a panel discussion at the Committee of 100's yearly conference in Beijing and touted recent technological innovations at his company that are helping Chinese culture and entertainment firms reach broader global audiences and markets. (+) Nutanix ( NTNX  ) was posting a 2.5% advance after the enterprise cloud platform company Tuesday launched a global partnership with Hewlett Packard Enterprise Co ( HPE  ) to develop integrated hybrid cloud services. The companies will be combining H-P Enterprise's GreenLake consume-as-you-go cloud services with Nutanix's cloud operating system software. It also will allow channel partners to sell H-P enterprise servers running Nutanix software. (-) Aerojet Rocketdyne Holdings ( AJRD  ) dropped 2% after a short-seller issued a negative research report concluding the technology company faces significant challenges with both its space and defense segments. Spruce Point Capital also contends ""aggressive"" accounting methods have obscured a slowdown at the company, setting the stage for a 40% to 60% drop in its share price as low as $13 apiece.",MT Newswires,"April 09, 2019, 03:45:34 PM EDT","Technology Sector Update for 04/09/2019: SIMO,NTNX,HPE,IQ,AJRD",1,1,1,0,1,1,1,1,1,0
66,"Top Tech Stocks MSFT -0.62% AAPL +0.62% IBM -0.62% CSCO -0.40% GOOG -0.66% Technology stocks were declining in recent trading, with the shares of tech stocks in the S&P 500 losing nearly 0.3% in value while the Philadelphia Semiconductor Index was falling more than 0.9%. Among technology stocks moving on news: (+) Nutanix ( NTNX  ) was posting a 3% advance after the enterprise cloud platform company Tuesday launched a global partnership with Hewlett Packard Enterprise Co ( HPE  ) to develop integrated hybrid cloud services. The companies will be combining H-P Enterprise's GreenLake consume-as-you-go cloud services with Nutanix's cloud operating system software. It also will allow channel partners to sell H-P enterprise servers running Nutanix software. In other sector news: (+) iQIYI ( IQ  ) was nearly 4% higher. Company founder and CEO Gong Yu participated in a panel discussion at the Committee of 100's yearly conference in Beijing and touted recent technological innovations that are helping Chinese culture and entertainment firms reach broader global audiences and markets. (-) Aerojet Rocketdyne Holdings ( AJRD  ) dropped 3% after a short-seller issued a negative research report on the technology company concluding it faces significant challenges with both its space and defense segments. Spruce Point Capital also alleges ""aggressive"" accounting methods have obscured an upcoming slowdown at the company, setting the stage for a 40% to 60% drop in its share price as low as $13 apiece.",MT Newswires,"April 09, 2019, 01:51:55 PM EDT","Technology Sector Update for 04/09/2019: NTNX,HPE,IQ,AJRD",1,1,1,0,1,1,1,-1,1,-1
67," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Apple (NASDAQ: AAPL ) revenue is currently dominated by iPhone sales. However, after a decade of massive growth that saw Apple stock hit record highs, that revenue stream is threatened by a softening smartphone market. AAPL has placed an emphasis on services and hardware like wearables to help replace that declining iPhone revenue. A report from analysts at Morgan Stanley suggests a shift to healthcare could actually be the big win for Apple, with the company positioned to disrupt that industry much the way it did with the music and mobile phone markets.  The kicker? Healthcare is a massive industry, worth $3.5 trillion in the U.S. alone. In less than a decade, AAPL could potentially end up with a revenue stream even larger than the iPhone. Imagine what that would do for Apple stock. Morgan Stanley analysts released a report yesterday (via Fortune ) and it's a bombshell for AAPL investors. Worries about declining iPhone revenue have hurt Apple stock and the push to make up for that with services hasn't been entirely smooth sailing, with new initiatives like Apple TV+ video streaming getting a tepid response . Morgan Stanley thinks healthcare could be the true successor to the iPhone. AAPL could leverage its extremely popular wearables - the Apple Watch and AirPods wireless earbuds - by adding more medical-grade technology. For example, adapting the AirPods to be hearing aides, or adding blood pressure monitoring capability to the Apple Watch. The hardware is just part of a growing health ecosystem Apple has developed, including the iOS Health App, and ReasearchKit, which was used by a recent Stanford study that tracked heart data for over 400,000 Apple Watch users . The company also has a $245 billion in cash on hand, which could be used to purchase a healthcare company or technology. The final piece of the puzzle is Apple's reputation for privacy protection, something other tech companies eyeing the healthcare market like Alphabet's (NASDAQ: GOOG , NASDAQ: GOOGL ) currently lack. According to the Morgan Stanley team, a successful Apple disruption of the healthcare market could pay off with anywhere from $15 billion to as much as $313 billion in new revenue by 2027. At the upper end that would not only dwarf the money AAPL makes from iPhone sales, healthcare revenue alone would eclipse the company's $265.5 billion total annual revenue for 2018. That is some serious upside for Apple stock. The idea that AAPL could monetize its growing forays into healthcare isn't new. The catalyst has been the Apple Watch. Since its introduction in 2015, AAPL has shifted the focus of the Apple Watch from being a ""computer on your wrist"" smartwatch to being a health and fitness wearable.  The latest version of the device includes integrated ECG test capability Â and fall detection. Apple has been talking to Medicare providers about subsidizing the Apple Watch for seniors . In 2017, Apple acquired sleep tracking company Beddit , although it has yet to integrate that technology into the Apple Watch. The company has also hired teams of healthcare professionals as it seeks ways to boost Apple Watch adoption through features like an integrated blood glucose sensor for diabetics . The Apple Watch has become a key part of the company's push into healthcare. Morgan Stanley is suggesting the company has the pieces in place to leverage not just the Apple Watch, but also its relationship with medical researchers, its reputation for privacy protection - and its deep pockets - to make a move that could disrupt healthcare. The idea of AAPL pivoting to become a company where healthcare is a big source of revenue - if not its primary source of revenue - may seem farfetched. But the company has reinvented itself multiple times already. In the 1990s when it was a struggling computer company, few foresaw a time when Apple would disrupt the global music industry and transform into an electronics company with iTunes and the iPod. And even at the iPod's pinnacle, not many people would have pictured a company where smartphones accounted for over 60% of the company's revenue, driving Apple stock to the point of a trillion dollar market cap. Services are a big part of AAPL's future, but if the cards fall into place, healthcare could be the next big driver of Apple revenue - and it could make the iPhone era look like small potatoes in comparison. As of this writing, Brad Moon did not hold a position in any of the aforementioned securitie s. The post Why Healthcare Could Be the Next Big Thing for Apple Stock appeared first on InvestorPlace . ",InvestorPlace Media,"April 09, 2019, 01:38:47 PM EDT",Why Healthcare Could Be the Next Big Thing for Apple Stock,1,0,0,0,0,1,-1,1,1,0
68,"Apple    just made a significant hire in the virtual reality (VR) space:   The iPhone maker has hired serial entrepreneur Arthur van Hoff, a   founding executive of the Disney-backed VR startup   Jaunt    . Van Hoff started at   Apple    in a senior architect position this month,      according to his Linkedin profile.  There's no word on whether he will work on Apple's   still-unannounced augmented reality (   AR    ) headset, or on other projects, but chances are he might be   working with some of his old colleagues: Apple has hired a number   of former   Jaunt    engineers over the past few years to work on AR, computer vision,   camera systems and other projects. Van Hoff and Apple didn't   immediately respond to   Variety's    requests for comment. Van Hoff founded Jaunt in 2013, and served as its CTO until   late 2018. He also briefly stepped into the CEO role in 2016.   Jaunt had been one of the pioneering drivers of cinematic virtual   reality; the company developed its own high-end camera for VR   capture, and also a distribution platform for VR content. In   2015, it raised some $65 million in funding from Disney and   others.makeArticleAd(); However, the company struggled to reconcile its aggressive   plans, and the funding it had raised to support them, with the   realities of a lagging VR market. In October,   it laid off a significant portion of its staff,   and refocused on mixed reality capture.  Before founding Jaunt, van Hoff had served as CTO at   Flipboard, software and services CTO at Dell and principal   engineer at Tivo during various stages of his career. More   recently, he had been advising a number of startups, including VR   camera maker Lucid and internet of things startup Ayla Networks.   However, he ended those roles in March before starting at Apple,   according to his Linkedin profile. Apple has been working on an augmented reality headset with VR   capabilities for some time. The company still hasn't officially   revealed its plans for this space, but a recen   t report    suggested that   it may start to manufacture the device as early   as Q4 of this year    .    Related stories  Netflix's iOS App No Longer Works With Apple       AirPlay   Amazon Is Said to Work on Wireless Alexa       Earbuds Apple    just made a significant hire in the virtual reality (VR) space:   The iPhone maker has hired serial entrepreneur Arthur van Hoff, a   founding executive of the Disney-backed VR startup   Jaunt    . Van Hoff started at   Apple    in a senior architect position this month,      according to his Linkedin profile. There's no word on whether he will work on Apple's   still-unannounced augmented reality (   AR    ) headset, or on other projects, but chances are he might be   working with some of his old colleagues: Apple has hired a number   of former   Jaunt    engineers over the past few years to work on AR, computer vision,   camera systems and other projects. Van Hoff and Apple didn't   immediately respond to   Variety's    requests for comment. Van Hoff founded Jaunt in 2013, and served as its CTO until   late 2018. He also briefly stepped into the CEO role in 2016.   Jaunt had been one of the pioneering drivers of cinematic virtual   reality; the company developed its own high-end camera for VR   capture, and also a distribution platform for VR content. In   2015, it raised some $65 million in funding from Disney and   others. However, the company struggled to reconcile its aggressive   plans, and the funding it had raised to support them, with the   realities of a lagging VR market. In October,   it laid off a significant portion of its staff,   and refocused on mixed reality capture. Before founding Jaunt, van Hoff had served as CTO at   Flipboard, software and services CTO at Dell and principal   engineer at Tivo during various stages of his career. More   recently, he had been advising a number of startups, including VR   camera maker Lucid and internet of things startup Ayla Networks.   However, he ended those roles in March before starting at Apple,   according to his Linkedin profile. Apple has been working on an augmented reality headset with VR   capabilities for some time. The company still hasn't officially   revealed its plans for this space, but a recen   t report    suggested that   it may start to manufacture the device as early   as Q4 of this year    .  Related stories  Netflix's iOS App No Longer Works With Apple       AirPlay   Amazon Is Said to Work on Wireless Alexa       Earbuds Related stories Netflix's iOS App No Longer Works With Apple       AirPlay Amazon Is Said to Work on Wireless Alexa       Earbuds",Variety,"April 09, 2019, 01:37:33 PM EDT",Apple Has Hired Jaunt VRâs Founder Arthur van Hoff,1,0,0,0,0,1,1,-1,1,-1
69," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Leading the Apple Â (NASDAQ: AAPL ) rumor mill today is news of new devices coming from AAPL. Today, we'll look at that and other Apple Rumors for Tuesday. Mini-LED Backlights : A new rumor claims that Apple will introduce new devices with Mini-LED backlights , reports MacRumors . According to this rumor, the tech company will start this off with a 31.6-inch display sporting a new design coming later this year. It will then be releasing a 10-inch to 12-inch iPad in early 2020 that also uses the tech. The final device in this rumor is a 15-inch to 17-inch MacBook coming in 2021. The source of this rumor is analyst Ming-Chi Kuo. Lisey's Story : Rumor has it that AAPL is working on an adaptation of Lisey's Story , The Hollywood Reporter notes. This rumor claims that the tech company is commissioning an eight-episode series based on the novel. The original novel was written by Stephen King, who will also be writing each of the eight episodes. Julianne Moore will be starring in the series. 5G Modems : It looks like Apple may be able to get help for its 5G modem problem from an unexpected source , reports AppleInsider . A rumor claims that Huawei is open to the idea of selling its 5G modems to the company for use in its smartphones. However, the rumor says that Huawei is only up to doing this for AAPL, and not for other companies. The post Tuesday Apple Rumors: Apple Working on Mini-LED Backlight Devices appeared first on InvestorPlace . ",InvestorPlace Media,"April 09, 2019, 01:18:46 PM EDT",Tuesday Apple Rumors: Apple Working on Mini-LED Backlight Devices,1,0,0,0,0,1,-1,0,1,-1
70," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Walmart robot janitors will be moving through the aisles more at close to 2,000 stores.  Walmart (NYSE: WMT ) notes that it is expanding its robotic helpers to more locations. This will have it bringing the Walmart robot janitors to another 1,500 stores across the country. These robots are already at work in 360 WMT locations. The Walmart robot janitor is the ""Auto-C"". This robot is capable of cleaning floors on its own. The company notes that an associate must prep the area first, though. However, once prepped, the bot can clean up instead of the associate. According to the company, the advantage of the Walmart robot janitor is that it will free up more time for its associates. This will allow them to be more productive and not have to focus as much on mundane tasks. ""Our associates immediately understood the opportunity for the new technology to free them up from focusing on tasks that are repeatable, predictable and manual,"" John Crecelius, Senior Vice President of Central Operations for Walmart U.S., said in a statement . ""It allows them time to focus more on selling merchandise and serving customers, which they tell us have always been the most exciting parts of working in retail."" Walmart robot janitors aren't the only new tech coming to stores. The company also has plans to bring its shelf scanners, FAST Unloaders and Pickup Towers to more locations. WMT stock was down slightly as of Tuesday afternoon. As of this writing, William White did not hold a position in any of the aforementioned securities. The post Walmart Robot Janitors Coming to Nearly 2,000 Stores appeared first on InvestorPlace . ",InvestorPlace Media,"April 09, 2019, 12:59:58 PM EDT","Walmart Robot Janitors Coming to Nearly 2,000 Stores",0,0,0,0,0,1,1,-1,1,-1
71,"Just in time for this week's premiere of Laika's and   Annapurna's new stop-motion comedy ""      Missing Link    ,"" United Artists Releasing and digital agency Isobar have   launched a new   Alexa    skill that lets kids and their parents join the protagonists of   the movie in a series of goofy adventures. The ""   Missing Link    Adventures"" skill,   which is now available    for      Amazon Echo    speakers, Echo Show displays, Fire TVs and other devices with   Alexa    support, gives users a chance to participate in 6 treasure hunts   in their own home, complete with spontaneous exercises, riddles   and back-and-forth banter between the movie's main   characters. Altogether, the skill offers a total of 1.5 hours of   interactive audio content, starring the movie's main characters   including Mr. Link (Zach Galifianakis), Sir Lionel Frost (Hugh   Jackman) and Adelina (Zoe Saldana). That participation was key to   keeping participants engaged with the skill, said Isobar's chief   creative officer Ricardo Salema. ""We don't use the Alexa voice,""   he explained. ""We use the character voices for the film   itself.""makeArticleAd();   The three characters invite children and their parents to   identify and find everyday objects in their households that take   on a second life as fantastical creatures. Intertwined with these   treasure hunts are physical challenges, encouraging children to   slither around on the floor, and more. ""(They are) not just   sitting in a chair having a conversation with Alexa,"" promised   Salema. The Isobar team also wanted to make sure that kids can   interact with the skill at their own pace. That's why they made   sure that it enabled continuous play over multiple sessions. ""It   picks up exactly where you left off,"" said Salema. Right now, there are no plans to add more content to the   ""Missing Link Adventures"" skill, but Salema said that skills like   these could conceivably be used by studios to bridge the gap   between the release of a movie and upcoming sequels. ""It's an   exciting way to get people inside of a story,"" he said. Salema also said that he expected skills like this to make   more use of artificial intelligence in the coming years, as voice   assistants like Alexa become more powerful. ""We are entering what   we call the age of conversation,"" he said. Smarter artificial   intelligence could soon allow users to have truly interactive   conversations with movie characters beyond today's scripted   narratives. Said Salema: ""We are inventing the future as we   go.""  Related stories  Zoe Saldana 'Proud' of Disney for Reinstating       James Gunn onÂ 'Guardians of the Galaxy 3'   Amazon Is Said to Work on Wireless Alexa       Earbuds Just in time for this week's premiere of Laika's and   Annapurna's new stop-motion comedy ""      Missing Link    ,"" United Artists Releasing and digital agency Isobar have   launched a new   Alexa    skill that lets kids and their parents join the protagonists of   the movie in a series of goofy adventures. The ""   Missing Link    Adventures"" skill,   which is now available    for      Amazon Echo    speakers, Echo Show displays, Fire TVs and other devices with   Alexa    support, gives users a chance to participate in 6 treasure hunts   in their own home, complete with spontaneous exercises, riddles   and back-and-forth banter between the movie's main   characters. Altogether, the skill offers a total of 1.5 hours of   interactive audio content, starring the movie's main characters   including Mr. Link (Zach Galifianakis), Sir Lionel Frost (Hugh   Jackman) and Adelina (Zoe Saldana). That participation was key to   keeping participants engaged with the skill, said Isobar's chief   creative officer Ricardo Salema. ""We don't use the Alexa voice,""   he explained. ""We use the character voices for the film   itself.""  The three characters invite children and their parents to   identify and find everyday objects in their households that take   on a second life as fantastical creatures. Intertwined with these   treasure hunts are physical challenges, encouraging children to   slither around on the floor, and more. ""(They are) not just   sitting in a chair having a conversation with Alexa,"" promised   Salema. The Isobar team also wanted to make sure that kids can   interact with the skill at their own pace. That's why they made   sure that it enabled continuous play over multiple sessions. ""It   picks up exactly where you left off,"" said Salema. Right now, there are no plans to add more content to the   ""Missing Link Adventures"" skill, but Salema said that skills like   these could conceivably be used by studios to bridge the gap   between the release of a movie and upcoming sequels. ""It's an   exciting way to get people inside of a story,"" he said. Salema also said that he expected skills like this to make   more use of artificial intelligence in the coming years, as voice   assistants like Alexa become more powerful. ""We are entering what   we call the age of conversation,"" he said. Smarter artificial   intelligence could soon allow users to have truly interactive   conversations with movie characters beyond today's scripted   narratives. Said Salema: ""We are inventing the future as we   go."" Related stories  Zoe Saldana 'Proud' of Disney for Reinstating       James Gunn onÂ 'Guardians of the Galaxy 3'   Amazon Is Said to Work on Wireless Alexa       Earbuds Related stories Zoe Saldana 'Proud' of Disney for Reinstating       James Gunn onÂ 'Guardians of the Galaxy 3' Amazon Is Said to Work on Wireless Alexa       Earbuds",Variety,"April 09, 2019, 11:00:12 AM EDT",âMissing Linkâ Gets Alexa Skill With Interactive Audio Adventure (EXCLUSIVE),0,0,0,0,0,1,-1,0,1,-1
72,"Top Technology Stocks: MSFT: -0.57% AAPL: +0.43% IBM: -0.06% CSCO: Flat GOOG: Flat Tech majors were mixed in Tuesday's pre-bell trade. Stocks moving on news include: (+) Eastman Kodak ( KODK  ), which was more than 5% higher after the company closed the sale of its flexographic packaging division to Montagu Private Equity for a total of $340 million, including debt and other items. In other sector news: (+) Taiwanese semiconductor wafer foundry United Microelectronics ( UMC  ) was up more than 1% after i t report  ed net sales for the month of March of NTD10.33 billion ($334.9 million), down 16.8% from the prior year period. (=) Science Applications International ( SAIC  ) was unchanged as it was awarded a position on the National Institutes of Health Business and Professional Support Services II contract to provide a broad range of IT services and support.",MT Newswires,"April 09, 2019, 08:52:18 AM EDT","Technology Sector Update for 04/09/2019: KODK, UMC, SAIC, MSFT, AAPL, IBM, CSCO, GOOG",1,1,1,0,1,1,1,1,1,0
73,"Huya, a leading player in the business of live-streaming   online games play, is to raise $343 million from a secondary   offering of its shares on the New York Stock Exchange. The   Chinese firm listed its shares in ADR form in May last year. The company says that the latest share offering - which could   expand to $464 million according to demand - will be used to   strengthen its ecosystem and its content. Overseas expansion is   also a possibility. Huya joins a growing list of Chinese firms with listings in   the U.S. or Hong Kong which are quickly returning to the   investment markets for top-up capital. In the past two weeks,   Chinese streaming firms including Bilibili and iQIYI have taken   advantage of rising stock markets, and improving investor   sentiment towards Chinese equities to raise cash through   convertible bond issues. Last week      Tencent    , which owns market leader   Tencent    Video as well as a substantial minority position in Huya - raised   $6 billion from a straight bond issue in Hong Kong.makeArticleAd(); Huya may additional have calculated that the recent demise of   rival Panda TV strengthened its position in the Chinese streaming   and      esports    sectors. It raised $462 million from Tencent in March 2018, but   only managed $180 million from its IPO two months later. The Chinese live streaming market is growing fast. Industry   revenue is expected to grow to $16.5 billion by 2022, from 2017's   $5.5 billion, according to figures included in Huya's filing to   the New York Stock Exchange. The company recently delivered its   The company recently posted its 2018 results, showing revenue   doubled to $219 million and a nearly five-fold increase in   adjusted net income to $24 million.  Related stories  China Box Office: 'P Storm' Rains on       'Shazam!'s' Parade   Smithsonian Channel, Earth Touch to       Co-Produce Three Wildlife Documentaries Huya, a leading player in the business of live-streaming   online games play, is to raise $343 million from a secondary   offering of its shares on the New York Stock Exchange. The   Chinese firm listed its shares in ADR form in May last year. The company says that the latest share offering - which could   expand to $464 million according to demand - will be used to   strengthen its ecosystem and its content. Overseas expansion is   also a possibility. Huya joins a growing list of Chinese firms with listings in   the U.S. or Hong Kong which are quickly returning to the   investment markets for top-up capital. In the past two weeks,   Chinese streaming firms including Bilibili and iQIYI have taken   advantage of rising stock markets, and improving investor   sentiment towards Chinese equities to raise cash through   convertible bond issues. Last week      Tencent    , which owns market leader   Tencent    Video as well as a substantial minority position in Huya - raised   $6 billion from a straight bond issue in Hong Kong. Huya may additional have calculated that the recent demise of   rival Panda TV strengthened its position in the Chinese streaming   and      esports    sectors. It raised $462 million from Tencent in March 2018, but   only managed $180 million from its IPO two months later. The Chinese live streaming market is growing fast. Industry   revenue is expected to grow to $16.5 billion by 2022, from 2017's   $5.5 billion, according to figures included in Huya's filing to   the New York Stock Exchange. The company recently delivered its   The company recently posted its 2018 results, showing revenue   doubled to $219 million and a nearly five-fold increase in   adjusted net income to $24 million. Related stories  China Box Office: 'P Storm' Rains on       'Shazam!'s' Parade   Smithsonian Channel, Earth Touch to       Co-Produce Three Wildlife Documentaries Related stories China Box Office: 'P Storm' Rains on       'Shazam!'s' Parade Smithsonian Channel, Earth Touch to       Co-Produce Three Wildlife Documentaries",Variety,"April 09, 2019, 06:48:36 AM EDT",China Games Streamer Huya to Raise $343 Million With Stock Offering,0,0,0,0,0,1,0,-1,1,-1
74,"Top Tech Stocks MSFT 0.00% AAPL +1.50% IBM -0.14% CSCO +0.46% GOOG -0.12% Technology stocks were edging higher this afternoon, with the shares of tech stocks in the S&P 500 climbing more than 0.3% in value while the Philadelphia Semiconductor Index was rising almost 0.3%, reversing a prior decline. Among technology stocks moving on news: (-) ManTech ( MANT  ) was slipping late Monday, sinking less than 1%, and the cyber-security software company announcing a five-year, $128 million task order to provide broad-based program management and engineering support to the Customs and Border Protection unit of the U.S. Department of Homeland Security. In other sector news: (+) Sony Electronics ( SNE  ) climbed 8% on Monday after Reuters reported, citing people familiar with the matter, that hedge fund Third Point is building a stake in the company to push for changes. Also, the consumer electronics company, together with networking equipment company Harmonic ( HLIT  ), introduced an advanced, hybrid ATSC 3.0 functionality for televisions using both over-the-air and the over-the-top components. (+) Snap ( SNAP  ) rose almost 4% after RBC Capital Markets Monday raised its stock rating on the online picture and video platform to outperform from sector perform and raised its price target on the company's stock by $7 to $17 a share. (-) 2U ( TWOU  ) dropped nearly 3.5% after the education technology company Monday said it was acquiring privately held rival Trilogy Education Services for $750 million, consisting of $400 million in cash and $350 million in 2U stock.",MT Newswires,"April 08, 2019, 03:58:50 PM EDT","Technology Sector Update for 04/08/2019: MANT,SNE,HLIT,SNAP,TWOU",1,1,1,0,1,1,1,-1,1,-1
75," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Leading the Apple Â (NASDAQ: AAPL ) rumor mill today is news of new iPhones coming this year. Today, we'll look at that and other Apple Rumors for Wednesday. 2019 iPhone : A new rumor claims that we are getting two triple-lens OLED iPhone devices in 2019 , reports BGR . This rumor claims that the first of the two OLED smartphones with triple-lens cameras will have a 6.1-inch display. The second will reportedly have a 6.5-inch display. This rumor also notes that AAPL will release successors to the iPhone XS, XS Max and XR. That would make for five iPhone models launching in 2019. iOS 12.3 Beta : A new beta for iOS 12.3 is now available to developers , MacRumors notes. This is the second version of the iOS 12.3 beta that has been made available to developers. Several changes, including a new version of the TV app, are available in the iOS 12.3 beta. There will also likely be a new version of the iOS 12.3 public beta that will come out in the next few days. Chips : Apple can now start looking at designing 5nm A-series chips for its devices , reports 9to5Mac . This is due to TSMC reportedly getting ready to produce the 5nm chips. The rumor claims that the manufacturer will be ready to supply AAPL with the chips in time for its 2020 iPhone line. These new chips will be sporting better speeds and power efficiency over previous versions. The post Monday Apple Rumors: Two Triple-Lens OLED iPhones Coming in 2019 appeared first on InvestorPlace . ",InvestorPlace Media,"April 08, 2019, 02:05:27 PM EDT",Monday Apple Rumors: Two Triple-Lens OLED iPhones Coming in 2019,1,0,0,0,0,1,-1,1,1,0
76,"Top Tech Stocks MSFT -0.18% AAPL +1.11% IBM -0.18% CSCO +0.34% GOOG -0.38% Technology stocks were edging higher this afternoon, with the shares of tech companies in the S&P 500 climbing almost 0.1% in value while the Philadelphia Semiconductor Index was falling over 0.3%. Among technology stocks moving on news: (+) Sony Electronics ( SNE  ) climbed 8% on Monday after Reuters reported, citing people familiar with the matter, that hedge fund Third Point is building a stake in the company to push for changes. Also, the consumer electronics company, together with networking equipment company Harmonic ( HLIT  ), introduced an advanced, hybrid ATSC 3.0 functionality for televisons using both over-the-air and the over-the-top components. In other sector news: (+) Snap ( SNAP  ) rose 4.6% after RBC Capital Markets Monday raised its stock rating on the online picture and video platform to outperform from sector perform and raised its price target on the company's stock by $7 to $17 a share. (-) 2U ( TWOU  ) dropped almost 5% after the education technology company Monday said it was acquiring privately held rival Trilogy Education Services for $750 million, consisting of $400 million in cash and $350 million in 2U stock.",MT Newswires,"April 08, 2019, 01:47:48 PM EDT","Technology Sector Update for 04/08/2019: SNE,HLIT,SNAP,TWOU",1,1,1,0,1,1,0,-1,1,-1
77," InvestorPlace - Stock Market News, Stock Advice & Trading Tips There is a new IKEA Sonos speaker line that hides the audio devices as furniture.  Here's what to know about the new IKEA Sonos speaker line. You can learn more about the IKEA Sonos speaker line by following theselinks . As of this writing, William White did not hold a position in any of the aforementioned securities. The post IKEA Sonos Speaker Debuts: 14 Things to Know appeared first on InvestorPlace . ",InvestorPlace Media,"April 08, 2019, 01:30:32 PM EDT",IKEA Sonos Speaker Debuts: 14 Things to Know,0,0,0,0,0,1,1,-1,1,-1
78," InvestorPlace - Stock Market News, Stock Advice & Trading Tips The relationship between Netflix (NASDAQ: NFLX ) and Apple (NASDAQ: AAPL ) has deteriorated in recent months. In the latest example of the growing animosity between the two, with no warning, Netflix AirPlay support has abruptly ended. Apple recently inked high profile deals with number of TV manufacturers to include AirPlay 2 support - a big deal, given the feature has previously required an Apple TV streamer to work - but with the Netflix move, Apple device users can no longer stream Netflix to those TVs. In fact, they can no longer stream Netflix content to an Apple TV eitherâ¦  The move is more of a nuisance than anything for most users, but it serves notice that AAPL is facing a battle as it pivots to services in an attempt to wean revenue reliance and Apple stock value off iPhone sales. On Friday, owners of Apple devices noticed that when they tried to cast Netflix content from their iPhone or iPad, it failed . Netflix AirPlay support has been available on these devices since 2013, so that was definitely odd. Netflix quietly added a note to its mobile devices support page , stating, ""Airplay is no longer supported for use with Netflix due to technical limitations."" Further investigation showed that not only had Netflix AirPlay support stopped working with TVs that support AirPlay, but it had also been shut down with the Apple TV set-top streamer. As new of the Netflix move began to make headlines, the company issued a statement explaining its actions (via MacRumors ): ""We want to make sure our members have a great Netflix experience on any device they use. With AirPlay support rolling out to third-party devices, there isn't a way for us to distinguish between devices (what is an Apple TV vs. what isn't) or certify these experiences. Therefore, we have decided to discontinue Netflix AirPlay support to ensure our standard of quality for viewing is being met. Members can continue to access Netflix on the built-in app across Apple TV and other devices."" It's not clear what viewing quality optimization Netflix might have been implementing, but the fact the company also shut down AirPlay support for the Apple TV suggests there might be a little more to the move.  For most iPhone and iPad users, the Netflix move shouldn't be a big deal. The native Netflix app on the Apple TV still works. Anyone who bought a new Samsung TV when it was announced as the first brand to get built-in AirPlay 2 support won't be able to cast Netflix from an iOS app, but smart TVs all have built-in Netflix support these days. The Netflix move largely means inconvenience. Killing Netflix AirPlay support forces people to sign into TVs with their Netflix account instead of casting content to the TV with their iPhone. The NFLX action takes some of the wind out of Apple's move to bring AirPlay 2 support to a wide range of TVs . This was a big deal because for more than a decade AAPL has forced consumers to buy an Apple TV streamer if they wanted to cast content from their iPhone or iPad to a TV. And that move ties into a critical strategy: pump up services like the new Apple TV+ streaming video service . With iPhone sales down, boost revenue and keep Apple stock value growing by rapidly growing Services division revenue. Faced with revenue pressures of its own, NFLX has increasingly railed against Apple's efforts, from refusing to let iPhone users pay for a Netflix subscription through an app (thereby avoiding Apple's 30% cut) to refusing to participate in AAPL's streaming video service plans . Netflix told The Verge the move was "" not a business competition play "" but the timing is suspicious. As Apple's services move and Apple TV+ bring it closer to being an actual competitor for subscribers, the yanking of Netflix AirPlay support is just the latest move by NFLX that make things a little for difficult for Apple - intentionally or not. As of this writing, Brad Moon did not hold a position in any of the aforementioned securitie s. The post Netflix Kills AirPlay Support, Bruising Apple's TV Ambitions appeared first on InvestorPlace . ",InvestorPlace Media,"April 08, 2019, 10:01:29 AM EDT","Netflix Kills AirPlay Support, Bruising Appleâs TV Ambitions",1,0,0,0,0,1,0,0,-1,-1
